Grade,Marks
6,20
6,20
6,19
6,59
6,58
6,57
6,56
6,50
6,46
6,41
6,37
6,36
6,35
6,34
6,34
6,33
6,31
6,31
6,31
6,31
6,29
6,28
6,27
6,23
6,23
6,21
6,15
7,34
7,32
7,32
7,30
7,29
7,24
7,24
7,24
7,22
7,22
7,22
7,21
7,20
7,19
7,18
7,17
7,17
7,15
7,15
7,14
7,13
7,13
7,10
7,10
7,35
7,34
7,34
7,34
7,33
7,32
7,31
7,30
7,29
7,27
7,26
7,25
7,24
7,23
7,22
7,20
7,20
7,18
7,18
7,18
7,18
7,17
7,14
7,13
7,11
7,10
7,45
7,41
7,33
7,33
7,32
7,31
7,31
7,28
7,26
7,25
7,24
7,24
7,24
7,23
7,23
7,21
7,21
7,21
7,20
7,20
7,19
7,18
7,15
7,10
8,44
8,34
8,33
8,33
8,33
8,30
8,29
8,28
8,28
8,26
8,25
8,25
8,24
8,24
8,21
8,21
8,20
8,20
8,17
8,15
8,12
8,10
8,10
8,55
8,54
8,43
8,41
8,41
8,40
8,38
8,36
8,36
8,36
8,32
8,32
8,29
8,29
8,29
8,28
8,28
8,28
8,27
8,25
8,25
8,24
8,24
8,23
8,20
8,17
8,11
8,10
8,65
8,51
8,49
8,48
8,48
8,46
8,45
8,45
8,45
8,43
8,43
8,42
8,42
8,41
8,38
8,38
8,35
8,34
8,33
8,33
8,32
8,31
8,30
8,29
8,29
8,27
8,27
8,26
8,25
8,24
8,22
8,20
8,17
8,64
8,60
8,57
8,57
8,55
8,51
8,49
8,47
8,45
8,42
8,42
8,41
8,40
8,39
8,36
8,36
8,35
8,32
8,32
8,30
8,29
8,29
8,29
8,28
8,27
8,26
8,24
8,22
8,14
