Grade,Marks
1,67
1,63
1,46
1,44
1,59
1,56
1,47
1,57
1,46
1,51
1,50
1,45
1,58
1,55
1,40
1,49
1,59
1,62
1,68
1,66
1,40
1,47
1,44
1,32
1,49
1,50
1,42
1,45
1,43
1,59
1,69
1,49
1,66
1,68
1,62
1,53
1,55
1,44
1,56
1,59
1,32
1,38
1,44
1,42
1,31
1,57
1,36
1,46
1,41
1,51
1,47
1,49
1,56
1,37
1,39
1,34
1,49
1,63
1,56
1,55
1,50
1,51
2,40
2,63
2,38
2,37
2,43
2,49
2,55
2,50
2,52
2,48
2,55
2,32
2,49
2,39
2,32
2,33
2,70
2,39
2,49
2,41
2,68
2,61
2,56
2,53
2,44
2,49
2,63
2,35
2,38
2,55
2,30
2,33
2,43
2,48
2,55
2,37
2,44
2,67
2,47
2,52
2,54
2,29
2,40
2,60
2,58
2,30
2,60
2,41
2,57
2,43
2,35
2,29
2,63
2,43
2,31
2,36
2,48
2,38
2,44
2,28
2,57
2,43
2,50
2,55
2,52
2,65
2,31
2,41
2,55
2,56
2,34
2,40
2,35
2,58
2,61
2,68
2,41
2,54
2,61
2,51
2,64
2,56
2,48
2,32
2,45
2,50
2,45
2,66
2,51
2,33
2,40
2,44
2,49
2,43
2,45
2,58
2,57
2,37
2,45
2,39
2,55
2,43
2,66
2,37
2,35
2,50
2,31
2,43
2,45
2,49
2,47
2,41
2,33
2,43
2,64
2,30
2,36
2,47
2,33
2,54
2,62
2,34
2,45
2,43
2,46
2,37
2,46
2,65
2,60
2,57
2,68
2,50
2,37
2,43
2,28
2,33
2,60
2,46
2,64
2,47
2,47
2,48
2,53
2,45
2,48
2,47
2,42
2,41
2,53
2,41
2,41
2,59
2,58
2,43
2,51
2,40
2,30
2,38
2,47
2,50
2,39
2,60
2,70
2,48
2,65
2,62
2,38
2,62
2,56
2,58
2,28
2,47
2,33
2,35
2,47
2,67
2,44
2,33
2,58
2,60
2,44
2,44
2,57
2,45
2,38
2,49
2,62
2,48
2,36
2,60
2,45
2,51
2,41
2,58
2,41
2,53
2,31
2,64
2,35
2,70
2,54
2,52
2,44
2,34
2,54
2,38
2,36
2,42
2,32
2,49
2,37
2,46
2,58
2,62
2,40
2,41
2,41
2,34
2,52
2,60
3,41
3,29
3,50
3,33
3,40
3,28
3,36
3,32
3,40
3,28
3,30
3,39
3,29
3,29
3,31
3,40
3,39
3,28
3,68
3,57
3,43
3,48
3,30
3,32
3,39
3,30
3,33
3,49
3,41
3,42
3,28
3,29
3,34
3,41
3,39
3,29
3,44
3,40
3,28
3,31
3,28
3,31
3,39
3,39
3,32
3,30
3,46
3,66
3,59
3,42
3,37
3,33
3,34
3,64
3,32
3,47
3,33
3,59
3,48
3,48
3,29
3,35
3,37
3,40
3,43
3,43
3,36
3,37
3,49
3,44
3,60
3,34
3,35
3,46
3,37
3,32
3,37
3,29
3,58
3,45
3,67
4,29
4,36
4,41
4,45
4,32
4,29
4,28
4,29
4,33
4,29
4,32
4,28
4,40
4,38
4,33
4,28
4,34
4,34
4,29
4,29
4,29
4,28
4,37
4,29
4,32
4,34
4,31
4,34
4,32
4,28
4,36
4,34
4,34
4,45
4,30
4,37
4,33
4,29
4,28
4,32
4,31
4,37
4,32
4,28
4,36
4,33
4,40
4,52
4,36
4,28
4,31
4,35
4,45
4,31
4,31
4,31
4,29
4,33
4,38
4,28
4,30
4,31
4,29
4,43
4,30
4,37
4,28
4,28
4,37
4,38
4,37
4,33
4,29
4,36
4,34
4,42
4,33
4,33
4,36
4,31
4,29
4,55
4,30
4,46
4,29
4,33
4,33
4,33
4,38
4,36
4,36
4,29
4,55
4,34
4,34
4,31
4,36
4,34
4,28
4,29
4,30
4,35
4,33
4,49
4,34
4,29
4,32
4,35
4,28
4,40
4,28
4,30
4,37
4,31
4,45
4,51
4,28
4,29
4,32
4,32
4,28
4,40
4,29
4,28
4,31
4,39
4,41
4,28
4,38
4,40
4,35
4,30
4,40
4,37
4,28
4,30
4,35
4,28
4,46
4,43
4,29
4,51
4,41
4,32
4,28
4,35
4,28
4,41
4,36
5,33
5,31
5,39
5,62
5,33
5,32
5,38
5,32
5,39
5,38
5,33
5,40
5,34
5,42
5,31
5,33
5,30
5,40
5,30
5,29
5,33
5,32
5,31
5,42
5,39
5,35
5,44
5,37
5,32
5,28
5,49
5,30
5,46
5,32
5,28
5,29
5,32
5,29
5,35
5,33
5,37
5,36
5,36
5,29
5,35
5,32
5,29
5,64
5,32
5,29
5,30
5,38
5,33
5,36
5,40
5,36
5,42
5,31
5,40
5,34
5,49
5,28
5,42
6,31
6,35
6,42
6,45
6,29
6,28
6,31
6,33
6,28
6,35
6,29
6,36
6,38
6,34
6,50
6,33
6,51
6,36
6,37
6,32
6,29
6,33
6,30
6,40
6,42
6,37
6,38
6,34
6,45
6,49
6,38
6,36
6,55
6,29
6,33
6,33
6,57
6,30
6,37
6,29
6,43
6,45
6,33
6,43
6,56
6,33
6,31
7,30
7,34
7,46
7,36
7,33
7,34
7,29
7,28
7,44
7,32
7,33
7,30
7,28
7,32
8,34
8,42
8,32
8,33
8,36
8,31
8,31
8,37
8,39
8,42
8,28
8,30
8,38
8,30
8,44
8,37
8,29
8,28
8,33
8,28
8,39
8,38
8,36
8,28
8,29
8,46
8,29
8,35
8,43
8,32
8,50
8,38
8,30
8,32
8,31
8,46
8,41
8,33
8,31
8,54
8,42
8,45
8,45
8,64
8,42
8,32
8,31
8,39
8,36
8,33
8,37
8,44
8,29
8,47
8,29
8,34
